label,message,message_length,word_count,char_count,uppercase_count,uppercase_ratio,exclamation_count,question_count,has_currency,has_numbers,has_url,has_email,processed_message_stem,processed_message_lemma
ham,2 laptop... I noe infra but too slow lar... I wan fast one,58,13,58,2,0.034482758620689655,0,0,0,1,0,0,laptop noe infra slow lar wan fast one,laptop noe infra slow lar wan fast one
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,131,25,131,6,0.04580152671755725,0,0,1,1,0,0,guarante award even cashto claim award call free stop getstop php,guaranteed award even cashto claim award call free stop getstop php
ham,Nvm it's ok...,14,3,14,1,0.07142857142857142,0,0,0,0,0,0,nvm,nvm
ham,Enjoy ur life. . Good night,27,6,27,2,0.07407407407407407,0,0,0,0,0,0,enjoy life good night,enjoy life good night
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,141,31,141,3,0.02127659574468085,1,0,0,0,0,0,ye meet town co gep home could text bu stop dont worri well finish march ish,yes meet town co gep home could text bus stop dont worry well finished march ish
ham,I had askd u a question some hours before. Its answer,53,11,53,2,0.03773584905660377,0,0,0,0,0,0,askd question hour answer,askd question hour answer
ham,Thats cool. Where should i cum? On you or in you? :),52,12,52,3,0.057692307692307696,0,2,0,0,0,0,that cool cum,thats cool cum
ham,Delhi and chennai still silent.,31,5,31,1,0.03225806451612903,0,0,0,0,0,0,delhi chennai still silent,delhi chennai still silent
ham,Lol alright i was thinkin that too haha,39,8,39,1,0.02564102564102564,0,0,0,0,0,0,lol alright thinkin haha,lol alright thinkin haha
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,103,21,103,13,0.1262135922330097,1,1,1,1,0,0,repli win weekli fifa world cup held send stop end servic,reply win weekly fifa world cup held send stop end service
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,83,19,83,5,0.060240963855421686,0,0,0,0,0,0,boat still mom check half nake,boat still mom check half naked
ham,Shhhhh nobody is supposed to know!,34,6,34,1,0.029411764705882353,1,0,0,0,0,0,shhhhh nobodi suppos know,shhhhh nobody supposed know
ham,"Sorry, I'll call later",22,4,22,2,0.09090909090909091,0,0,0,0,0,0,sorri ill call later,sorry ill call later
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",89,15,89,3,0.033707865168539325,0,0,0,0,0,0,sorri ill call later meet thing relat trade pleas call arul ltgt,sorry ill call later meeting thing related trade please call arul ltgt
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,61,14,61,2,0.03278688524590164,0,0,0,0,0,0,hey late amk need drink tea coffe,hey late amk need drink tea coffee
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,150,27,150,5,0.03333333333333333,0,0,0,0,0,0,wnt buy bmw car urgentlyit vri urgentbut shortag ltgt lacsther sourc arng amt ltgt lacsthat prob,wnt buy bmw car urgentlyits vry urgentbut shortage ltgt lacsthere source arng amt ltgt lacsthats prob
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,153,24,153,19,0.12418300653594772,1,0,0,1,0,0,urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae tc box cwwx ppm,urgent please call landline abta complimentary tenerife holiday cash await collection sae tc box cwwx ppm
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,123,29,123,4,0.032520325203252036,0,0,0,1,0,0,length top shorter got fring thk go liao lazi dun wan distract also,length top shorter got fringe thk going liao lazy dun wan distract also
ham,S..antha num corrct dane,24,4,24,1,0.041666666666666664,0,0,0,0,0,0,santha num corrct dane,santha num corrct dane
ham,No calls..messages..missed calls,32,3,32,1,0.03125,0,0,0,0,0,0,callsmessagesmiss call,callsmessagesmissed call
ham,"Sorry, I'll call later",22,4,22,2,0.09090909090909091,0,0,0,0,0,0,sorri ill call later,sorry ill call later
ham,The basket's gettin full so I might be by tonight,49,10,49,2,0.04081632653061224,0,0,0,0,0,0,basket gettin full might tonight,basket gettin full might tonight
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,108,24,108,85,0.7870370370370371,0,0,0,0,0,0,darlin ive got back realli nice night thank much lift see tomorrow xxx,darlin ive got back really nice night thanks much lift see tomorrow xxx
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,119,24,119,15,0.12605042016806722,1,1,0,0,0,0,valentin huh proof page ugh glad realli didnt watch rupaul show tool,valentine huh proof page ugh glad really didnt watch rupaul show tool
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,129,18,129,3,0.023255813953488372,0,0,0,1,0,0,free tone hope enjoy new content text stop unsubscrib helpp provid tonesyoucouk,free tone hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
ham,Eh den sat u book e kb liao huh...,34,9,34,1,0.029411764705882353,0,0,0,0,0,0,den sat book liao huh,den sat book liao huh
ham,Have you been practising your curtsey?,38,6,38,1,0.02631578947368421,0,1,0,0,0,0,practis curtsey,practising curtsey
ham,Shall i come to get pickle,26,6,26,1,0.038461538461538464,0,0,0,0,0,0,shall come get pickl,shall come get pickle
ham,Lol boo I was hoping for a laugh,32,8,32,2,0.0625,0,0,0,0,0,0,lol boo hope laugh,lol boo hoping laugh
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",149,26,149,113,0.7583892617449665,0,0,1,1,0,0,yeh def someth satjust got payedday havbeen given pay rise work havebeen made preschoolcoordin feelingood love,yeh def something satjust got payedday havbeen given pay rise work havebeen made preschoolcoordinator feelingood love
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",117,27,117,4,0.03418803418803419,0,0,0,0,0,0,well leav class babe never came back hope nice sleep love,well leave class babe never came back hope nice sleep love
ham,LMAO where's your fish memory when I need it?,45,9,45,5,0.1111111111111111,0,1,0,0,0,0,lmao where fish memori need,lmao wheres fish memory need
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,55,14,55,2,0.03636363636363636,0,0,0,1,0,0,ill go sch mon si need take smth,ill going sch mon si need take smth
ham,Idea will soon get converted to live:),38,7,38,1,0.02631578947368421,0,0,0,0,0,0,idea soon get convert live,idea soon get converted live
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,143,28,143,9,0.06293706293706294,1,0,0,0,0,0,themobyo yoher come new select hot download member get free click open next link sent fone,themobyo yohere come new selection hot downloads member get free click open next link sent fone
ham,S....s...india going to draw the series after many years in south african soil..,80,13,80,1,0.0125,0,0,0,0,0,0,ssindia go draw seri mani year south african soil,ssindia going draw series many year south african soil
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",54,8,54,8,0.14814814814814814,0,0,0,0,0,0,goodmorn today late ltdecimalgt min,goodmorning today late ltdecimalgt min
ham,Can't take any major roles in community outreach. You rock mel,62,11,62,2,0.03225806451612903,0,0,0,0,0,0,cant take major role commun outreach rock mel,cant take major role community outreach rock mel
ham,Shopping lor. Them raining mah hard 2 leave orchard.,52,9,52,2,0.038461538461538464,0,0,0,1,0,0,shop lor rain mah hard leav orchard,shopping lor raining mah hard leave orchard
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,81,16,81,2,0.024691358024691357,0,0,0,1,0,0,birth mother babi brilliantli,birth mother baby brilliantly
ham,See the forwarding message for proof,36,6,36,1,0.027777777777777776,0,0,0,0,0,0,see forward messag proof,see forwarding message proof
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",431,89,431,8,0.018561484918793503,0,0,0,0,0,0,cant keep go never intent run choos rather keep room clean dont say visitor mayb that best choic ye want embarass mayb youd feel feel friend want drop buy say happen morn ive tri everyth dont know els,cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,62,14,62,3,0.04838709677419355,0,0,0,0,0,0,dunno lei thk mum lazi neva ask yet,dunno lei thk mum lazy neva ask yet
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",375,68,375,15,0.04,0,2,0,1,0,0,whatev want know rule talk earlier week start happen show respons yet everi week bend rule way way whatev tire thia argument everi week ltgt movi doesnt inlud preview your still get,whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever tired thia argument every week ltgt movie doesnt inlude preview youre still getting
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",158,25,158,17,0.10759493670886076,0,0,0,0,0,0,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,118,20,118,19,0.16101694915254236,2,0,1,1,0,0,great news call freefon claim guarante cash gift speak live oper,great news call freefone claim guaranteed cash gift speak live operator
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,52,6,52,1,0.019230769230769232,0,1,0,0,0,0,ambrithmaduraimet arun dha marrgeremembr,ambrithmaduraimet arun dha marrgeremembr
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,138,34,138,4,0.028985507246376812,2,0,0,1,0,0,read shame tell take run blame ever realli ever long time,read shame tell take run blame ever really ever long time
ham,"Princess, is your kitty shaved or natural?",42,7,42,1,0.023809523809523808,0,1,0,0,0,0,princess kitti shave natur,princess kitty shaved natural
ham,"Better than bb. If he wont use it, his wife will or them doctor",63,14,63,2,0.031746031746031744,0,0,0,0,0,0,better use wife doctor,better use wife doctor
ham,Ya it came a while ago,22,6,22,1,0.045454545454545456,0,0,0,0,0,0,came ago,came ago
ham,From tomorrow onwards eve 6 to 3 work.,38,8,38,1,0.02631578947368421,0,0,0,1,0,0,tomorrow onward eve work,tomorrow onwards eve work
ham,Anything lor but toa payoh got place 2 walk meh...,50,10,50,1,0.02,0,0,0,1,0,0,anyth lor toa payoh got place walk meh,anything lor toa payoh got place walk meh
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",83,16,83,2,0.024096385542168676,0,0,0,0,0,0,dont anybodi number still havent thought tact way ask alex,dont anybodys number still havent thought tactful way ask alex
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",157,22,157,21,0.1337579617834395,0,0,1,1,1,0,win music gift voucher everi week start text word draw tsc skillgamewinaweek ageppermesssubscript,win music gift voucher every week starting text word draw tscs skillgamewinaweek ageppermesssubscription
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,84,17,84,1,0.011904761904761904,0,1,0,0,0,0,movi theatr watch unlimit movi pay,movie theatre watch unlimited movie pay
ham,U having lunch alone? I now so bored...,39,8,39,2,0.05128205128205128,0,1,0,0,0,0,lunch alon bore,lunch alone bored
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",74,13,74,2,0.02702702702702703,1,0,0,0,0,0,ye obvious eggspert potato speak soon,yes obviously eggspert potato speak soon
ham,"Nah man, my car is meant to be crammed full of people",53,12,53,1,0.018867924528301886,0,0,0,0,0,0,nah man car meant cram full peopl,nah man car meant crammed full people
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,94,20,94,1,0.010638297872340425,1,0,0,1,0,0,got new job bar airport satsgettin per hour mean lie keep touch,got new job bar airport satsgettin per hour mean lie keep touch
ham,Kallis is ready for bat in 2nd innings,38,8,38,1,0.02631578947368421,0,0,0,1,0,0,kalli readi bat inning,kallis ready bat inning
ham,Thanx but my birthday is over already.,38,7,38,1,0.02631578947368421,0,0,0,0,0,0,thanx birthday alreadi,thanx birthday already
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",75,17,75,1,0.013333333333333334,0,1,0,0,0,0,ugh cant apolog admit wrong ask take back,ugh cant apologize admit wrong ask take back
ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",62,14,62,3,0.04838709677419355,0,0,0,0,0,0,noe wana pei oso rite lor day den,noe wana pei oso rite lor day den
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",59,12,59,2,0.03389830508474576,0,0,0,0,0,0,ye small kid boost secret energi,yes small kid boost secret energy
ham,IM GONNA MISS U SO MUCH,23,6,23,18,0.782608695652174,0,0,0,0,0,0,gon miss much,gon miss much
ham,Is avatar supposed to have subtoitles,37,6,37,1,0.02702702702702703,0,0,0,0,0,0,avatar suppos subtoitl,avatar supposed subtoitles
ham,Simply sitting and watching match in office..,45,7,45,1,0.022222222222222223,0,0,0,0,0,0,simpli sit watch match offic,simply sitting watching match office
ham,You can jot down things you want to remember later.,51,10,51,1,0.0196078431372549,0,0,0,0,0,0,jot thing want rememb later,jot thing want remember later
ham,Oh sorry please its over,24,5,24,1,0.041666666666666664,0,0,0,0,0,0,sorri pleas,sorry please
ham,Hey are we going for the lo lesson or gym? ,43,10,43,1,0.023255813953488372,0,1,0,0,0,0,hey go lesson gym,hey going lesson gym
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",123,24,123,2,0.016260162601626018,0,0,0,1,0,0,pack buy storelik cereal must pack food pack gari someth miss,pack buy storelike cereal must pack food pack gari something miss
ham,You always make things bigger than they are,43,8,43,1,0.023255813953488372,0,0,0,0,0,0,alway make thing bigger,always make thing bigger
ham,Ü dun wan to watch infernal affair?,35,7,35,0,0.0,0,1,0,0,0,0,dun wan watch infern affair,dun wan watch infernal affair
ham,"Me not waking up until 4 in the afternoon, sup",46,10,46,1,0.021739130434782608,0,0,0,1,0,0,wake afternoon sup,waking afternoon sup
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,155,26,155,9,0.05806451612903226,1,1,0,1,0,0,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat orstoptxt,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt
ham,I can send you a pic if you like :),35,10,35,1,0.02857142857142857,0,0,0,0,0,0,send pic like,send pic like
ham,Okay... I booked all already... Including the one at bugis.,59,10,59,3,0.05084745762711865,0,0,0,0,0,0,okay book alreadi includ one bugi,okay booked already including one bugis
ham,"Aight fuck it, I'll get it later",32,7,32,2,0.0625,0,0,0,0,0,0,aight fuck ill get later,aight fuck ill get later
ham,No de. But call me after some time. Ill tell you k,50,12,50,3,0.06,0,0,0,0,0,0,call time ill tell,call time ill tell
ham,So dont use hook up any how,27,7,27,1,0.037037037037037035,0,0,0,0,0,0,use hook,use hook
ham,How much is blackberry bold2 in nigeria.,40,7,40,1,0.025,0,0,0,1,0,0,much blackberri bold nigeria,much blackberry bold nigeria
ham,Hi where you. You in home or calicut?,37,8,37,2,0.05405405405405406,0,1,0,0,0,0,home calicut,home calicut
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,84,21,84,2,0.023809523809523808,0,0,0,1,0,0,hey darlin pick colleg tell wen love pete,hey darlin pick college tell wen love pete
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",152,26,152,17,0.1118421052631579,2,0,0,1,0,0,call use min call cast pmin mob vari servic provid aom gbpmonth aom boxm stop age,call use min call cast pmin mob vary service provided aom gbpmonth aom boxm stop age
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",125,30,125,3,0.024,0,0,0,1,0,0,thkin goin yogasana den den rush parco oki lor call readi,thkin goin yogasana den den rush parco okie lor call ready
ham,Y so late but i need to go n get da laptop...,45,12,45,1,0.022222222222222223,0,0,0,0,0,0,late need get laptop,late need get laptop
ham,"Sir, I am waiting for your mail.",32,7,32,2,0.0625,0,0,0,0,0,0,sir wait mail,sir waiting mail
ham,.Please charge my mobile when you get up in morning.,52,10,52,1,0.019230769230769232,0,0,0,0,0,0,pleas charg mobil get morn,please charge mobile get morning
ham,"Nothing, i got msg frm tht unknown no..",39,8,39,1,0.02564102564102564,0,0,0,0,0,0,noth got messag frm tht unknown,nothing got message frm tht unknown
ham,Ugh fuck it I'm resubbing to eve,32,7,32,2,0.0625,0,0,0,0,0,0,ugh fuck resub eve,ugh fuck resubbing eve
ham,He didn't see his shadow. We get an early spring yay,52,11,52,2,0.038461538461538464,0,0,0,0,0,0,didnt see shadow get earli spring yay,didnt see shadow get early spring yay
ham,I did. One slice and one breadstick. Lol,40,8,40,3,0.075,0,0,0,0,0,0,one slice one breadstick lol,one slice one breadstick lol
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",96,26,96,9,0.09375,5,0,0,0,0,0,hey want crave miss need love ahmad saeed hallaq,hey want crave miss need love ahmad saeed hallaq
ham,Is there any training tomorrow?,31,5,31,1,0.03225806451612903,0,1,0,0,0,0,train tomorrow,training tomorrow
spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",158,26,158,29,0.18354430379746836,4,0,1,1,0,0,urgent mobil bonu caller prize attempt reach call asap boxnqp ppm,urgent mobile bonus caller prize attempt reach call asap boxnqp ppm
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,276,60,276,11,0.03985507246376811,1,0,0,0,0,0,pass contact see get redim love wid blueu put smile face purpleu reali hot pinku swt orangei thnk lyk greeni reali wana wid yelowi wnt bck blackim jealou browni miss plz giv one color,pas contact see get redim love wid blueu put smile face purpleu realy hot pinku swt orangei thnk lyk greeni realy wana wid yelowi wnt bck blackim jealous browni miss plz giv one color
ham,Cos daddy arranging time c wat time fetch ü mah...,50,10,50,1,0.02,0,0,0,0,0,0,co daddi arrang time time fetch mah,co daddy arranging time time fetch mah
ham,Then. You are eldest know.,26,5,26,2,0.07692307692307693,0,0,0,0,0,0,eldest know,eldest know
ham,Who's there say hi to our drugdealer,36,7,36,1,0.027777777777777776,0,0,0,0,0,0,who say drugdeal,who say drugdealer
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,99,19,99,2,0.020202020202020204,0,0,0,0,0,0,hard believ thing like say lie think twice say anyth,hard believe thing like say lie think twice saying anything
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",162,23,162,66,0.4074074074074074,0,0,0,1,1,0,eeri nokia tone rpli tone titl tone dracula titl ghost addamsfa munster exorcist twilight poboxwwq,eerie nokia tone rply tone title tone dracula title ghost addamsfa munsters exorcist twilight poboxwwq
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,149,30,149,23,0.15436241610738255,1,0,0,1,0,0,sexi singl wait text age follow gender wither egf gay men text age follow egg,sexy single waiting text age followed gender wither egf gay men text age followed egg
ham,Good night my dear.. Sleepwell&amp;Take care,44,6,44,3,0.06818181818181818,0,0,0,0,0,0,good night dear sleepwellamptak care,good night dear sleepwellamptake care
ham,That is wondarfull song,23,4,23,1,0.043478260869565216,0,0,0,0,0,0,wondarful song,wondarfull song
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",161,28,161,23,0.14285714285714285,1,0,0,1,0,0,freemsg claim sm messagestext nowus webmobil mate etc join txtcom pwk box lawu remov txtx stop,freemsg claim sm messagestext nowuse webmobile mate etc join txtcom pwk box lawu remove txtx stop
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,63,12,63,3,0.047619047619047616,0,0,0,0,0,0,yar lor actual quit fast co slow haha,yar lor actually quite fast co slow haha
ham,Must come later.. I normally bathe him in da afternoon mah..,60,11,60,2,0.03333333333333333,0,0,0,0,0,0,must come later normal bath afternoon mah,must come later normally bathe afternoon mah
ham,"Trust me. Even if isn't there, its there.",41,8,41,2,0.04878048780487805,0,0,0,0,0,0,trust even isnt,trust even isnt
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,133,28,133,4,0.03007518796992481,1,0,0,1,0,0,hey hunonbu goin meet want meal donyt feel like cuz get last bu homebut he sweet latelyxxx,hey hunonbus goin meet want meal donyt feel like cuz get last bus homebut he sweet latelyxxx
spam,85233 FREE>Ringtone!Reply REAL,30,3,30,10,0.3333333333333333,1,0,0,1,0,0,freeringtonerepli real,freeringtonereply real
ham,I can take you at like noon,27,7,27,1,0.037037037037037035,0,0,0,0,0,0,take like noon,take like noon
ham,Where is it. Is there any opening for mca.,42,9,42,2,0.047619047619047616,0,0,0,0,0,0,open mca,opening mca
ham,I'm aight. Wat's happening on your side.,40,7,40,2,0.05,0,0,0,0,0,0,aight wat happen side,aight wats happening side
ham,I'm done oredi...,17,3,17,1,0.058823529411764705,0,0,0,0,0,0,done oredi,done oredi
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",81,15,81,1,0.012345679012345678,0,0,0,0,0,0,sweet well princess pleas tell like dislik bed,sweet well princess please tell like dislike bed
ham,How are you. Wish you a great semester,38,8,38,2,0.05263157894736842,0,0,0,0,0,0,wish great semest,wish great semester
ham,Moji i love you more than words. Have a rich day,48,11,48,2,0.041666666666666664,0,0,0,0,0,0,moji love word rich day,moji love word rich day
ham,Dude how do you like the buff wind.,35,8,35,1,0.02857142857142857,0,0,0,0,0,0,dude like buff wind,dude like buff wind
ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",136,24,136,3,0.022058823529411766,2,2,0,1,0,0,alright babe justthought sayhey doinnearli endof offdam nevamindw hook uwant lovejen,alright babe justthought sayhey doinnearly endof offdam nevamindwe hook uwant lovejen
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,155,28,155,32,0.2064516129032258,3,0,1,1,0,0,well done england get offici poli rington colour flag yer mobil text tone flag optout text eng stop box wwx,well done england get official poly ringtone colour flag yer mobile text tone flag optout text eng stop box wwx
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",363,72,363,5,0.013774104683195593,0,0,0,0,0,0,cant give everyth want need actual could better yor ownyouv got money cant get work cant get man cant pay rent cant even fill fuck ga tank ye stress depress didnt even call home thanksgiv cuz ill tell noth,cant give everything want need actually could better yor ownyouve got money cant get work cant get man cant pay rent cant even fill fucking gas tank yes stressed depressed didnt even call home thanksgiving cuz ill tell nothing
ham,S:-)kallis wont play in first two odi:-),40,7,40,1,0.025,0,0,0,0,0,0,skalli play first two odi,skallis play first two odi
ham,Then get some cash together and I'll text jason,47,9,47,2,0.0425531914893617,0,0,0,0,0,0,get cash togeth ill text jason,get cash together ill text jason
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",154,31,154,4,0.025974025974025976,0,0,0,0,0,0,love soooo good hear omg miss much today sorri problem provid thank tming,love soooo good hear omg missed much today sorry problem provider thank tming
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",159,27,159,22,0.13836477987421383,4,0,1,1,0,0,final chanc claim worth discount voucher today text ye savamob member offer mobil savamob pobox muz sub,final chance claim worth discount voucher today text yes savamob member offer mobile savamob pobox muz sub
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,144,20,144,16,0.1111111111111111,1,0,0,1,0,0,privat account statement show unredeem bonu point claim call identifi code expir,private account statement show unredeemed bonus point claim call identifier code expires
ham,"Probably, want to pick up more?",31,6,31,1,0.03225806451612903,0,1,0,0,0,0,probabl want pick,probably want pick
ham,I'm done...,11,2,11,1,0.09090909090909091,0,0,0,0,0,0,done,done
ham,Are you the cutest girl in the world or what,44,10,44,1,0.022727272727272728,0,0,0,0,0,0,cutest girl world,cutest girl world
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",88,18,88,3,0.03409090909090909,0,1,0,1,0,0,dice art class thru thank though idea time come tomorrow,dice art class thru thanks though idea time come tomorrow
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",159,23,159,24,0.1509433962264151,0,0,0,1,1,0,sm servic inclus text credit pleas goto login unsubscrib stop extra charg help box,sm service inclusive text credit please goto login unsubscribe stop extra charge help box
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),47,8,47,3,0.06382978723404255,0,0,0,0,0,0,howda gud gud math samachara chikku,howda gud gud mathe samachara chikku
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,64,15,64,3,0.046875,0,1,0,1,0,0,thk lor dunno get ticket,thk lor dunno get ticket
ham,Audrie lousy autocorrect,24,3,24,1,0.041666666666666664,0,0,0,0,0,0,audri lousi autocorrect,audrie lousy autocorrect
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,95,18,95,2,0.021052631578947368,0,0,0,0,0,0,site simul test give tough question test readi,site simulate test give tough question test readiness
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,134,25,134,2,0.014925373134328358,0,0,0,0,0,0,anyway serious hit your back otherwis light armand alway shit andor vomit,anyway seriously hit youre back otherwise light armand always shit andor vomiting
ham,I fetch yun or u fetch?,23,6,23,1,0.043478260869565216,0,1,0,0,0,0,fetch yun fetch,fetch yun fetch
ham,Thank you. I like you as well...,32,7,32,2,0.0625,0,0,0,0,0,0,thank like well,thank like well
